이평기간,매수버퍼존,매도버퍼존,유지일,조정기간(월),수익률,CAGR,MDD,Calmar,거래수,승률,최종자본
200,0.01,0.01,2,8,1637.57,11.18,-91.67,0.1219,30,36.67,173756624
100,0.01,0.03,2,12,1531.68,10.92,-90.04,0.1213,35,37.14,163167771
100,0.05,0.05,2,0,1789.36,11.52,-95.32,0.1209,21,52.38,188935713
200,0.01,0.01,0,8,1675.49,11.27,-93.27,0.1208,38,28.95,177549428
100,0.03,0.05,5,4,1803.43,11.56,-96.02,0.1203,21,52.38,190343388
100,0.01,0.01,3,0,1198.33,9.98,-83.02,0.1202,64,40.62,129833333
100,0.05,0.03,3,4,1313.6,10.33,-85.93,0.1202,26,42.31,141360291
200,0.01,0.01,0,0,1719.88,11.37,-94.63,0.1201,52,25.0,181988344
150,0.05,0.03,0,4,1719.51,11.37,-94.76,0.12,23,47.83,181950631
150,0.01,0.01,2,0,1544.33,10.95,-91.76,0.1193,49,30.61,164433144
200,0.03,0.01,3,12,1611.16,11.12,-93.34,0.1191,24,45.83,171115548
150,0.01,0.01,2,12,1391.97,10.55,-88.9,0.1187,37,32.43,149197239
100,0.01,0.01,5,0,1239.86,10.11,-85.63,0.1181,59,40.68,133985713
100,0.01,0.03,3,12,1380.01,10.52,-89.12,0.118,34,32.35,148000747
150,0.01,0.03,3,0,1620.48,11.14,-94.89,0.1174,30,36.67,172048370
100,0.03,0.03,0,12,1437.45,10.67,-91.52,0.1166,33,39.39,153745092
200,0.03,0.01,2,8,1483.8,10.8,-93.3,0.1157,26,42.31,158379829
150,0.01,0.01,2,4,1306.34,10.31,-89.27,0.1155,39,33.33,140633959
100,0.03,0.03,3,0,1397.6,10.57,-91.53,0.1154,34,35.29,149759599
100,0.01,0.01,3,4,1165.23,9.88,-85.67,0.1153,55,38.18,126522829
150,0.05,0.01,5,12,1162.66,9.87,-85.86,0.1149,23,47.83,126265950
200,0.01,0.01,0,4,1479.56,10.79,-94.07,0.1147,41,26.83,157956407
100,0.05,0.03,5,12,998.82,9.3,-81.22,0.1146,22,45.45,109882154
100,0.03,0.05,5,12,1566.02,11.01,-96.44,0.1141,20,55.0,166602156
100,0.01,0.01,2,4,1062.06,9.53,-83.62,0.114,57,36.84,116206112
100,0.05,0.05,5,4,1528.67,10.91,-95.76,0.1139,18,61.11,162867378
100,0.05,0.05,0,8,1494.09,10.82,-95.07,0.1138,22,45.45,159408648
100,0.01,0.03,3,8,1309.59,10.32,-90.77,0.1137,35,31.43,140958967
200,0.05,0.01,0,8,1490.18,10.81,-95.16,0.1136,25,44.0,159018223
100,0.01,0.01,5,12,1104.79,9.68,-85.27,0.1135,43,41.86,120479082
100,0.03,0.03,2,0,1283.59,10.24,-90.29,0.1134,35,37.14,138358808
150,0.01,0.01,0,4,1477.22,10.78,-95.28,0.1131,49,30.61,157721931
200,0.01,0.01,2,4,1355.76,10.45,-92.45,0.113,32,34.38,145576142
150,0.03,0.01,0,12,1420.53,10.63,-94.27,0.1128,35,34.29,152053117
100,0.05,0.03,2,8,1173.82,9.9,-88.13,0.1124,25,40.0,127381720
150,0.05,0.01,5,4,1248.21,10.14,-90.36,0.1122,25,44.0,134821272
100,0.05,0.03,5,0,1148.1,9.82,-87.67,0.112,26,42.31,124809844
100,0.05,0.03,2,4,1162.87,9.87,-88.13,0.112,27,40.74,126287150
100,0.03,0.03,5,12,1210.4,10.02,-89.95,0.1114,26,42.31,131040296
100,0.03,0.03,2,4,1256.25,10.16,-91.21,0.1114,32,40.62,135625193
150,0.03,0.01,3,12,1245.74,10.13,-91.51,0.1107,29,41.38,134574168
100,0.01,0.01,5,4,981.58,9.24,-83.72,0.1104,51,43.14,108158331
150,0.01,0.01,0,8,1377.59,10.51,-95.28,0.1103,46,32.61,147759062
100,0.03,0.03,5,8,1181.18,9.93,-91.01,0.1091,27,40.74,128117709
150,0.05,0.03,0,8,1313.42,10.33,-95.31,0.1084,23,47.83,141342043
200,0.03,0.01,2,0,1197.46,9.98,-92.58,0.1078,32,34.38,129746083
150,0.05,0.01,5,0,1092.27,9.64,-90.6,0.1063,27,44.44,119227192
150,0.01,0.01,3,0,1064.18,9.54,-90.84,0.105,45,31.11,116417615
100,0.03,0.03,5,0,1045.51,9.47,-91.29,0.1038,33,39.39,114550686
100,0.01,0.01,3,12,861.29,8.76,-84.51,0.1037,47,38.3,96128969
100,0.05,0.05,0,12,1134.01,9.78,-94.92,0.103,22,45.45,123401439
150,0.01,0.03,0,4,1212.47,10.03,-97.51,0.1028,35,34.29,131246754
100,0.01,0.01,2,0,860.46,8.76,-85.48,0.1025,68,36.76,96045764
100,0.05,0.03,3,0,1005.86,9.33,-91.57,0.1019,28,42.86,110586084
150,0.05,0.01,0,4,1002.64,9.32,-91.93,0.1014,32,37.5,110264170
150,0.05,0.03,0,12,1101.2,9.67,-95.46,0.1013,23,47.83,120119604
100,0.05,0.03,0,0,988.44,9.27,-92.11,0.1006,32,37.5,108843593
100,0.03,0.01,2,0,812.93,8.55,-85.55,0.1,54,42.59,91293264
150,0.01,0.01,0,12,1061.25,9.53,-95.48,0.0998,45,33.33,116125202
150,0.03,0.03,0,0,1098.88,9.66,-96.88,0.0997,32,34.38,119887703
150,0.03,0.01,2,12,943.14,9.09,-92.01,0.0988,31,38.71,104313600
150,0.01,0.01,3,12,888.94,8.88,-90.49,0.0981,36,33.33,98894488
100,0.03,0.03,5,4,871.91,8.81,-90.07,0.0978,29,37.93,97191359
100,0.03,0.03,2,8,897.32,8.91,-91.46,0.0974,31,41.94,99732006
150,0.05,0.01,0,8,923.28,9.01,-93.28,0.0966,31,38.71,102328195
150,0.01,0.03,0,8,967.97,9.19,-97.51,0.0942,35,34.29,106797284
150,0.03,0.01,0,0,902.63,8.93,-95.01,0.094,45,31.11,100262725
100,0.03,0.01,3,0,718.65,8.12,-87.03,0.0933,52,38.46,81864672
100,0.03,0.01,3,4,657.71,7.81,-84.72,0.0921,45,42.22,75771017
100,0.05,0.03,5,8,653.16,7.78,-84.54,0.0921,23,39.13,75316180
150,0.01,0.01,0,0,893.1,8.89,-97.51,0.0912,65,27.69,99310344
100,0.05,0.03,3,12,590.53,7.44,-81.95,0.0907,24,41.67,69053341
100,0.05,0.03,2,12,608.33,7.54,-88.15,0.0855,25,40.0,70832880
150,0.05,0.01,0,12,698.02,8.01,-93.79,0.0854,31,38.71,79802041
100,0.01,0.01,3,8,583.93,7.4,-86.78,0.0852,52,38.46,68393314
100,0.05,0.03,5,4,610.36,7.55,-89.57,0.0843,25,40.0,71036382
100,0.03,0.01,0,8,574.71,7.34,-87.61,0.0838,51,33.33,67470814
100,0.01,0.01,5,8,536.89,7.11,-85.09,0.0836,48,41.67,63688611
150,0.01,0.03,0,12,727.41,8.16,-97.62,0.0836,35,31.43,82740941
100,0.03,0.03,2,12,610.51,7.55,-91.06,0.0829,30,43.33,71051442
100,0.03,0.01,3,12,476.63,6.72,-81.76,0.0822,40,40.0,57663424
100,0.05,0.03,0,4,585.26,7.4,-93.09,0.0795,31,38.71,68525710
100,0.05,0.03,2,0,591.85,7.44,-93.85,0.0793,30,40.0,69185444
100,0.03,0.01,0,12,441.89,6.47,-87.89,0.0736,49,32.65,54189090
100,0.03,0.01,5,0,395.61,6.12,-85.33,0.0717,50,34.0,49561328
100,0.03,0.01,2,4,355.73,5.79,-87.86,0.0659,47,42.55,45573174
100,0.05,0.03,0,8,395.57,6.12,-93.09,0.0657,31,35.48,49557108
100,0.03,0.01,5,4,259.29,4.86,-85.56,0.0568,43,34.88,35929319
100,0.03,0.01,3,8,259.98,4.87,-86.08,0.0566,44,38.64,35997811
100,0.05,0.01,3,0,220.01,4.41,-87.22,0.0506,42,35.71,32001429
100,0.05,0.01,0,0,216.99,4.37,-88.42,0.0495,49,32.65,31698710
100,0.03,0.01,5,12,203.61,4.21,-86.38,0.0487,38,39.47,30361319
100,0.05,0.03,0,12,205.33,4.23,-90.19,0.0469,30,33.33,30532882
100,0.03,0.01,2,12,186.64,3.99,-85.83,0.0464,42,38.1,28663982
100,0.03,0.01,5,8,151.43,3.48,-88.43,0.0394,41,36.59,25142798
100,0.05,0.01,0,4,145.76,3.39,-88.33,0.0384,45,33.33,24575859
100,0.03,0.01,2,8,135.23,3.23,-87.16,0.037,45,37.78,23522746
100,0.05,0.01,5,0,99.12,2.59,-87.65,0.0295,40,32.5,19911957
100,0.05,0.01,3,4,89.39,2.4,-85.28,0.0281,39,33.33,18938822
100,0.05,0.01,2,4,82.05,2.25,-85.07,0.0264,40,32.5,18204798
100,0.05,0.01,2,12,68.6,1.96,-80.37,0.0244,33,33.33,16860259
100,0.05,0.01,2,8,61.11,1.79,-82.75,0.0216,36,30.56,16111294
100,0.05,0.01,3,8,54.06,1.62,-83.27,0.0194,34,32.35,15406234
100,0.05,0.01,5,12,45.97,1.41,-81.54,0.0173,30,33.33,14597161
100,0.05,0.01,3,12,47.09,1.44,-83.65,0.0172,32,34.38,14709127
100,0.05,0.01,5,8,46.35,1.42,-86.65,0.0164,31,35.48,14635191
100,0.05,0.01,2,0,37.1,1.18,-89.2,0.0132,46,34.78,13709695
100,0.05,0.01,0,8,26.81,0.89,-90.12,0.0098,44,31.82,12681050
100,0.05,0.01,5,4,16.68,0.57,-87.58,0.0066,36,33.33,11667743
100,0.05,0.01,0,12,7.55,0.27,-91.71,0.0029,42,33.33,10754668
