date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2019-02-28,tlt,48826,48969,14.96,14.99,4780344,4778023,143,-2321,daily
2019-02-28,cash,0,0,35.02,0.0,11194323,11,0,-11194312,daily
2019-06-04,spy,44675,45500,34.36,35.21,11050013,11498358,825,448345,monthly
2019-06-04,qqq,67430,69077,34.15,35.43,10984606,11569750,1647,585144,monthly
2019-06-04,gld,38450,38560,14.96,14.78,4810479,4825784,110,15305,monthly
2019-06-04,tlt,48969,44380,16.53,14.59,5317254,4764018,-4589,-553236,monthly
2019-06-04,cash,0,0,0.0,0.0,11,392,0,381,monthly
2020-01-03,spy,45500,45383,35.09,34.81,13508412,13371651,-117,-136761,monthly
2020-01-03,qqq,69077,64609,37.38,34.72,14389950,13335902,-4468,-1054048,monthly
2020-01-03,gld,38560,40090,14.42,15.22,5550711,5847527,1530,296816,monthly
2020-01-03,tlt,44380,50689,13.11,15.24,5048065,5854490,6309,806425,monthly
2020-01-03,cash,0,0,0.0,0.0,392,255,0,-137,monthly
2020-03-03,spy,45383,48033,33.06,34.48,12819214,13179275,2650,360061,monthly
2020-03-03,qqq,64609,65065,34.75,34.37,13475377,13135315,456,-340062,monthly
2020-03-03,gld,40090,38992,15.43,15.7,5981427,6000478,-1098,19051,monthly
2020-03-03,tlt,50689,45347,16.76,15.45,6498492,5903890,-5342,-594602,monthly
2020-03-03,cash,0,0,0.0,0.0,255,135,0,-120,monthly
2020-03-10,spy,48033,0,32.71,0.0,12037550,0,-48033,-12037550,
2020-03-10,qqq,65065,65065,32.99,34.21,12137688,12798593,0,660905,
2020-03-10,gld,38992,38992,16.72,16.1,6153327,6023484,0,-129843,
2020-03-10,tlt,45347,45347,17.58,16.4,6468865,6137282,0,-331583,
2020-03-10,cash,0,0,0.0,33.29,135,12457153,0,12457018,
2020-03-13,spy,0,0,0.0,0.0,0,0,0,0,
2020-03-13,qqq,65065,0,31.51,0.0,11118742,0,-65065,-11118742,
2020-03-13,gld,38992,38992,16.33,15.71,5762627,5586773,0,-175854,
2020-03-13,tlt,45347,45347,16.86,16.35,5948078,5813631,0,-134447,
2020-03-13,cash,0,0,35.3,67.93,12457153,24152076,0,11694923,
2020-04-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2020-04-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2020-04-02,gld,38992,36453,16.05,15.2,5827354,5537210,-2539,-290144,monthly
2020-04-02,tlt,45347,39129,17.4,15.06,6317475,5485813,-6218,-831662,monthly
2020-04-02,cash,0,0,66.54,69.74,24152076,25407733,0,1255657,monthly
2020-04-20,spy,0,0,0.0,0.0,0,0,0,0,daily
2020-04-20,qqq,0,62090,0.0,34.79,0,12756922,62090,12756922,daily
2020-04-20,gld,36453,34679,15.77,15.1,5780352,5538236,-1774,-242116,daily
2020-04-20,tlt,39129,39294,14.94,15.12,5476349,5543682,165,67333,daily
2020-04-20,cash,0,0,69.3,34.99,25407733,12832548,0,-12575185,daily
2020-06-02,spy,0,46902,0.0,35.02,0,13282641,46902,13282641,monthly
2020-06-02,qqq,62090,58641,37.06,35.18,14035370,13344642,-3449,-690728,monthly
2020-06-02,gld,34679,34713,14.98,14.88,5675565,5644334,34,-31231,monthly
2020-06-02,tlt,39294,41870,14.08,14.92,5331958,5660849,2576,328891,monthly
2020-06-02,cash,0,0,33.88,0.0,12832548,119,0,-12832429,monthly
2020-09-02,spy,46902,47795,34.34,35.22,15268985,15784761,893,515776,monthly
2020-09-02,qqq,58641,53676,38.27,35.08,17015181,15722017,-4965,-1293164,monthly
2020-09-02,gld,34713,36047,14.45,14.69,6423640,6582902,1334,159262,monthly
2020-09-02,tlt,41870,48506,12.95,15.02,5756430,6732258,6636,975828,monthly
2020-09-02,cash,0,0,0.0,0.0,119,243,0,124,monthly
2021-03-02,spy,47795,44162,37.87,34.99,17333967,15891396,-3633,-1442571,monthly
2021-03-02,qqq,53676,51076,36.78,34.7,16834156,15761809,-2600,-1072347,monthly
2021-03-02,gld,36047,42466,12.72,15.19,5822671,6896903,6419,1074232,monthly
2021-03-02,tlt,48506,57643,12.63,15.12,5778477,6867447,9137,1088970,monthly
2021-03-02,cash,0,0,0.0,0.0,243,143,0,-100,monthly
2021-12-02,spy,44162,43383,35.63,35.29,18702085,18653585,-779,-48500,monthly
2021-12-02,qqq,51076,48782,36.64,35.0,19231421,18500052,-2294,-731369,monthly
2021-12-02,gld,42466,47380,13.44,14.81,7056150,7829071,4914,772921,monthly
2021-12-02,tlt,57643,60463,14.3,14.91,7504258,7881197,2820,376939,monthly
2021-12-02,cash,0,0,0.0,0.0,143,162,0,19,monthly
2022-01-26,spy,43383,43383,35.77,35.64,17780708,17736096,0,-44612,
2022-01-26,qqq,48782,0,32.98,0.0,16395340,0,-48782,-16395340,
2022-01-26,gld,47380,47380,16.45,16.17,8176840,8044649,0,-132191,
2022-01-26,tlt,60463,60463,14.8,14.6,7356762,7267788,0,-88974,
