date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2016-01-11,cash,0,0,43.37,73.1,13308558,22483068,0,9174510,
2016-01-14,qqq,47020,0,14.65,0.0,4450794,0,-47020,-4450794,
2016-01-14,tqqq,2027420,0,11.33,0.0,3441012,0,-2027420,-3441012,
2016-01-14,spy,0,0,0.0,0.0,0,0,0,0,
2016-01-14,gld,0,0,0.0,0.0,0,0,0,0,
2016-01-14,cash,0,0,74.02,100.0,22483068,30412040,0,7928972,
2016-10-04,qqq,44249,44688,14.85,15.23,4912629,4953835,439,41206,monthly
2016-10-04,tqqq,2214392,1945378,17.08,15.17,5650957,4936206,-269014,-714751,monthly
2016-10-04,spy,51486,53571,28.83,30.34,9535652,9871232,2085,335580,monthly
2016-10-04,gld,103561,105607,39.24,39.26,12978264,12775278,2046,-202986,monthly
2016-10-04,cash,0,0,0.0,0.0,225,200,0,-25,monthly
2016-11-25,qqq,44688,44688,15.51,15.52,4955928,4971831,0,15903,
2016-11-25,tqqq,1945378,1945378,15.31,15.42,4892096,4939301,0,47205,
2016-11-25,spy,53571,53571,31.76,31.79,10148037,10185743,0,37706,
2016-11-25,gld,105607,0,37.43,0.0,11959992,0,-105607,-11959992,
2016-11-25,cash,0,0,0.0,37.27,200,11942212,0,11942012,
2017-02-02,qqq,44688,42697,15.7,14.99,5264823,5025844,-1991,-238979,monthly
2017-02-02,tqqq,1945378,1683352,17.31,14.95,5807212,5012306,-262026,-794906,monthly
2017-02-02,spy,53571,51197,31.39,30.03,10527916,10068005,-2374,-459911,monthly
2017-02-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2017-02-02,cash,0,0,35.6,40.02,11942212,13416696,0,1474484,monthly
2017-04-04,qqq,42697,42249,15.16,15.01,5316808,5269371,-448,-47437,monthly
2017-04-04,tqqq,1683352,1500441,16.8,15.03,5894230,5277646,-182911,-616584,monthly
2017-04-04,spy,51197,51564,29.79,29.99,10447428,10529025,367,81597,monthly
2017-04-04,gld,0,0,0.0,0.0,0,0,0,0,monthly
2017-04-04,cash,0,0,38.25,39.96,13416696,14030098,0,613402,monthly
2017-04-19,qqq,42249,42292,14.98,15.06,5220460,5234132,43,13672,daily
2017-04-19,tqqq,1500441,1527509,14.73,15.09,5132006,5242817,27068,110811,daily
2017-04-19,spy,51564,51539,30.01,30.03,10457037,10432752,-25,-24285,daily
2017-04-19,gld,0,113652,0.0,39.82,0,13834858,113652,13834858,daily
